candidate_id,component_role,canonical_smiles,inchi_key,query_status,pubchem_cid,pubchem_vendor_record_count,pubchem_distinct_vendor_count,pubchem_vendor_names,catalog_prefilter_status,queried_utc
polyuniverse_dinco_01e918a682cd6d3022ac,diisocyanate,N#COc1cc(-c2cc(N=C=O)oc2OC#N)c(N=C=O)o1,CQTBOJWDDRQUSY-UHFFFAOYSA-N,completed,134598930.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:45.898876+00:00
polyuniverse_dinco_0321877a48fd93e2fb7d,diisocyanate,CCC(N=C=O)OCC(C)(C)COC(CC)N=C=O,PBKAUMPZEHAVFG-UHFFFAOYSA-N,completed,88728491.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:47.516276+00:00
polyuniverse_dinco_0499900e71bdb9da6b5c,diisocyanate,CCCC(N=C=O)C1CC2CC(C(C)N=C=O)C1C2,BKVBEZWHVNTKAF-UHFFFAOYSA-N,completed,88109872.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:48.937542+00:00
polyuniverse_dinco_055819dc5371734047d1,diisocyanate,N#COC1CCC(CC2CCC(N=C=O)C(CC3CCC(N=C=O)CC3)C2)CC1,FEOOYMRMGWKERG-UHFFFAOYSA-N,completed,145833307.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:50.578908+00:00
polyuniverse_dinco_07a134f8e87f85791f77,diisocyanate,O=C=NC1CCCC2C3CCC2C1(N=C=O)C3,DOTXKVOYHDZDTH-UHFFFAOYSA-N,completed,91420903.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:51.870172+00:00
polyuniverse_dinco_236875b2e3fa5e54ba5a,diisocyanate,CCC(N=C=O)c1cc(C#N)cc(C(CC)N=C=O)c1,ZATGENGJMZCTGT-UHFFFAOYSA-N,completed,87775855.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:53.494330+00:00
polyuniverse_dinco_24471fc1c458b69a01cd,diisocyanate,O=C=NC1CC(N=C=O)C2CCCc3cccc1c32,SNOFBSFKNYVIRI-UHFFFAOYSA-N,completed,122673294.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:54.745738+00:00
polyuniverse_dinco_29fcbdd3c8cf8655b397,diisocyanate,CCCCC(CC)(CCC)CC1(N=C=O)CCC(C)C(N=C=O)C1,NPQOSBBYCDHWRY-UHFFFAOYSA-N,completed,91248343.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:56.376959+00:00
polyuniverse_dinco_2c849f9c85ebe823e4a4,diisocyanate,C[C@@H]1C[C@@H]2C[C@H](C)[C@H]3CC[C@](C)(N=C=O)[C@H]4CC[C@@H]([C@@H]2[C@H]34)[C@]1(C)N=C=O,GCFJKWAAIOYBLK-OXEUSEQRSA-N,completed,11846921.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:57.704480+00:00
polyuniverse_dinco_36587639e34b8082240f,diisocyanate,N#COCC12CC(CCCN=C=O)C(CC1CCN=C=O)C2,RLPKVDDCWMJBTJ-UHFFFAOYSA-N,completed,88634717.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:22:58.989401+00:00
polyuniverse_dinco_4716b4743a5baa106de3,diisocyanate,O=C=Nc1cc2cccc(N=C=O)c2nc1-c1cccc(OC(F)(F)F)c1,MWIKJGPJDIAPMU-UHFFFAOYSA-N,completed,141253268.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:00.647960+00:00
polyuniverse_dinco_473f746a39152067a95e,diisocyanate,O=C=Nc1ccc(OCC(F)(F)C(F)F)c(N=C=O)c1,GLOUQEVKVAWGHK-UHFFFAOYSA-N,completed,165345469.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:02.662055+00:00
polyuniverse_dinco_4bd62448d543828bc87c,diisocyanate,CC(C)CC(CC(C)C)(CC(CC(C)C)(CC(C)C)N=C=O)N=C=O,HCHBQJPSLDTRCH-UHFFFAOYSA-N,completed,20528039.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:04.291940+00:00
polyuniverse_dinco_569c13453ff070989050,diisocyanate,[C-]#[N+]c1cc2c(N=C=O)c(C#N)c(C#N)cc2c(N=C=O)c1[N+]#[C-],JJHOTQRNINWPFI-UHFFFAOYSA-N,completed,88853139.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:05.943794+00:00
polyuniverse_dinco_57af23a42ae72d943289,diisocyanate,CCC1C2(N=C=O)CC3CC(C2)CC1(C12CC4CC(CC(N=C=O)(C4)C1)C2)C3,IEOKUHKEIODJSI-UHFFFAOYSA-N,completed,53912231.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:07.728285+00:00
polyuniverse_dinco_61e84547e1c5aa376ad9,diisocyanate,O=C=NCC12CC(C3CCCC31)C1C3CCC(C3)C12CN=C=O,FIPUEZTVJQSZNG-UHFFFAOYSA-N,completed,140268024.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:09.416229+00:00
polyuniverse_dinco_629ef888e16fc71a3a21,diisocyanate,CC(CN=C=O)CO[C@@H]1COC2C1OCC2(C)OCC(C)CN=C=O,ADQVRTRXYKMUMU-GSVLIZDISA-N,pubchem_not_found,,,,,,2026-08-24T12:23:11.472973+00:00
polyuniverse_dinco_72c91e88a4c33aabb96c,diisocyanate,O=C=Nc1no[n+]([O-])c1N=C=O,FXVBTYHTDXKESV-UHFFFAOYSA-N,completed,44475498.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:13.533447+00:00
polyuniverse_dinco_7416e04e1592ed966a70,diisocyanate,O=C=NCC1COC(CN=C=O)O1,MKSPYHPPTIAHPA-UHFFFAOYSA-N,completed,118136984.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:15.273735+00:00
polyuniverse_dinco_7988a8eeb838489f4eaf,diisocyanate,O=C=NCCCCC(COc1ccc(Oc2ccccc2)cc1)N=C=O,XGABPTZIPWEXFU-UHFFFAOYSA-N,completed,146367291.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:16.569852+00:00
polyuniverse_dinco_7ae84879e7df0d84fdfa,diisocyanate,O=C=NC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)N=C=O,YFIMQCZKZYWSRV-UHFFFAOYSA-N,completed,87320113.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:19.629981+00:00
polyuniverse_dinco_7bf0d3c1efc36d46299a,diisocyanate,O=C=NCCCC(CN=C=O)CC12CCC(CC1)C2,YNLAAGYCVKQQER-UHFFFAOYSA-N,completed,88109317.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:21.371855+00:00
polyuniverse_dinco_7df67f418ef75f339395,diisocyanate,CC1CC(N=C=O)C(N=C=O)(C(C)C)C(c2ccccc2)(c2ccccc2)C1,WLLHIWAWHUVQSU-UHFFFAOYSA-N,completed,19063447.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:23.086971+00:00
polyuniverse_dinco_81e1e90ea24f1e711a99,diisocyanate,CC(N=C=O)C1(C)CC(N=C=O)CC(C)(C)C1,RAYNQLLMIDNDBH-UHFFFAOYSA-N,completed,22599085.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:24.793684+00:00
polyuniverse_dinco_85368c1d86f60fbe6dfa,diisocyanate,O=C=NCC1CCC(CN=C=O)(CC2CCCCC2)CC1CC1CCCCC1,USJLEHYFSIIQRI-UHFFFAOYSA-N,completed,88176357.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:26.994010+00:00
polyuniverse_dinco_8ec7a31c579192711514,diisocyanate,CC1CCC2C(C1)C(N=C=O)C1C3CCC(C3)C1C2N=C=O,YLKQSQOTDQMQDM-UHFFFAOYSA-N,pubchem_not_found,,,,,,2026-08-24T12:23:28.637929+00:00
polyuniverse_dinco_952c8476d31239835550,diisocyanate,O=C=NCC1(CN=C=O)CCCC(F)(F)C1(F)F,NRYRLDNPAIDTME-UHFFFAOYSA-N,completed,87981760.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:30.565431+00:00
polyuniverse_dinco_9a439aa6493516a05f38,diisocyanate,Cc1ccc(C(C)N=C=O)c(C(C)N=C=O)c1C,NNLSVCLHYHAIQD-UHFFFAOYSA-N,completed,88361837.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:32.723085+00:00
polyuniverse_dinco_a5809ed0bb50011d11e7,diisocyanate,CC(C)c1ncc(F)c(C(C)CC2Cc3c(nc4c(c3N=C=O)CCC4)C2C)c1N=C=O,OVGRZIGSWVKSJL-UHFFFAOYSA-N,completed,146617572.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:34.755780+00:00
polyuniverse_dinco_ac4be1eff9a2d8a5bde3,diisocyanate,CCCc1cc(C(C)C)c(N=C=O)c(CCC)c1N=C=O,UDLYXAYXSYBHBU-UHFFFAOYSA-N,completed,141450202.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:36.169338+00:00
polyuniverse_dinco_ba183439d0e722cfbeb8,diisocyanate,O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)n2ccnc2)cc1,YZUPMOOLANMBKM-UHFFFAOYSA-N,completed,87178851.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:37.599946+00:00
polyuniverse_dinco_c716de5f027f8966961c,diisocyanate,O=C=Nc1ccc(-c2cccc3c2C(c2ccc(N=C=O)cc2)c2ccccc2-3)cc1,YYAYZMLJMNZZSP-UHFFFAOYSA-N,completed,19819912.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:39.448380+00:00
polyuniverse_dinco_c842b8dc271bd83c79bd,diisocyanate,CC1C(C)C(N=C=O)C(C)(C)C(C)C1N=C=O,PWVJUFTYQXGRJH-UHFFFAOYSA-N,pubchem_not_found,,,,,,2026-08-24T12:23:40.690769+00:00
polyuniverse_dinco_d6e57fb34f6442032c80,diisocyanate,COc1ccc(OC)c(N(c2ccc(N=C=O)cc2)c2ccc(N=C=O)cc2)c1,RQMBEYUDLINOLV-UHFFFAOYSA-N,completed,139654749.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:42.336488+00:00
polyuniverse_dinco_d99b46b0b115b20a069f,diisocyanate,CC1(C)CC(C)(CN=C=O)C(C2CCCCC2)C(N=C=O)(C2CCCCC2)C1,BLBNEHKHVXFHLZ-UHFFFAOYSA-N,completed,89588698.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:43.954457+00:00
polyuniverse_dinco_d9e0e5b183928d0c3023,diisocyanate,CC(C)(N=C=O)c1ccc2c(C(C)(C)N=C=O)cccc2c1,YJTGYBYWFYQUDX-UHFFFAOYSA-N,completed,19957748.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:45.364323+00:00
polyuniverse_dinco_e191aa437a5bb122583c,diisocyanate,CCC(CC12CCC(C1)C(N=C=O)C2)N=C=O,GOZLYGMKRGCZAN-UHFFFAOYSA-N,completed,88108600.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:46.685962+00:00
polyuniverse_dinco_e3bd88989ad52de46012,diisocyanate,O=C=Nc1cccc(CC2(N=C=O)CCCCC2)c1,NHULGSRPCWZLEC-UHFFFAOYSA-N,completed,56635712.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:48.833063+00:00
polyuniverse_dinco_e6e130471887a66db2b6,diisocyanate,CCOC(N=C=O)(OCC)C(N=C=O)c1ccccc1-c1ccccc1,SPIOAGXASOKHIG-UHFFFAOYSA-N,completed,140143466.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:50.503356+00:00
polyuniverse_dinco_e9c64a150258b8ae2353,diisocyanate,O=C=NC(F)C(F)(F)C(F)(F)N=C=O,NIXNLRAKRKKYLZ-UHFFFAOYSA-N,completed,153773224.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:51.816939+00:00
polyuniverse_dinco_f4a3c1923033f08d5b48,diisocyanate,Cc1c(Cl)cc(N=C=O)cc1C(Cl)(N=C=O)c1ccccc1,NBJVTDBJNVTNQE-UHFFFAOYSA-N,completed,88695387.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:53.431090+00:00
polyuniverse_dinco_f93d4f580beca33f9619,diisocyanate,O=C=Nc1cc(N=C=O)cc(OCCCCc2ccco2)c1,RPRWUVUFLFWEDA-UHFFFAOYSA-N,completed,121414759.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:55.119799+00:00
polyuniverse_dinco_fbadb623a6ef1950d388,diisocyanate,O=C=NC(Cc1ccc2ccccc2c1)C(N=C=O)c1ccc2ccccc2c1,MGFHUUMQVBQGQJ-UHFFFAOYSA-N,completed,91061920.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:56.745821+00:00
polyuniverse_dinco_fd5f159552c1f70f915c,diisocyanate,O=C=NCCC(CN(CC(CCN=C=O)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],PEXUJIJOJZLMCU-UHFFFAOYSA-N,completed,87989780.0,0.0,0.0,,no_vendor_index_hit,2026-08-24T12:23:58.717801+00:00
chemical_0895e6cd5136df6a,macrodiol_proxy,OCCOc1ccc(C2(c3ccc(OCCO)cc3)c3ccccc3-c3ccccc32)cc1,NQXNYVAALXGLQT-UHFFFAOYSA-N,completed,3764404.0,74.0,63.0,"001Chemical;10X CHEM;1st Scientific;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Accela ChemBio Inc.;Acmec Biochemical;Activate Scientific;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Ambeed;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;Biorbyt;Biosynth;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemShuttle;Chemenu Inc.;ChemoSapiens;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;DSL Chemicals;Finetech Industry Limited;Fluorochem;Hairui Chemical;Hunan Chemfish Pharmaceutical Co., Ltd.;J&H Chemical Co.,ltd;Key Organics/BIONET;Matrix Scientific;Mcule;MolCore;Molport;MuseChem;Oakwood Products;Pharmacore Co., Limited;Pi Chemicals;RR Scientific;Shandong Benrite New Chemical Materials Co.,Ltd;Sigma-Aldrich;Sinfoo Biotech;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;Synblock Inc;TCI (Tokyo Chemical Industry);TargetMol;Thoreauchem;TimTec;VladaChem;Win-Win Chemical;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:03.547527+00:00
chemical_1f862d0fb910ec42,macrodiol_proxy,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,SDDLEVPIDBLVHC-UHFFFAOYSA-N,completed,232446.0,90.0,66.0,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Achemtek;Acmec Biochemical;AgroIntelBioScan.com;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Alinda Chemical Trade Company Ltd;Ambeed;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;Biorbyt;CAPOT;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemDiv;ChemoSapiens;Clearsynth;Clinivex;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Debye Scientific Co., Ltd;Finetech Industry Limited;Fluorochem;Hairui Chemical;INTERBIOSCREEN;J&H Chemical Co.,ltd;Key Organics/BIONET;LGC Standards;Matrix Scientific;Mcule;MolCore;Molport;MuseChem;Oakwood Products;Pi Chemicals;Quality Control Solutions (QCS Standards);RR Scientific;Shandong Benrite New Chemical Materials Co.,Ltd;Sigma-Aldrich;Sinfoo Biotech;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);TargetMol;Thoreauchem;TimTec;Vitas-M Laboratory;VladaChem;Win-Win Chemical;Yuhao Chemical;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:07.351599+00:00
chemical_34962dac292231e7,macrodiol_proxy,Cc1cc(Cc2cc(C)c(O)c(C)c2)cc(C)c1O,AZZWZMUXHALBCQ-UHFFFAOYSA-N,completed,79345.0,58.0,51.0,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Accela ChemBio Inc.;Activate Scientific;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;Biosynth;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemShuttle;Chemenu Inc.;ChemoSapiens;Clearsynth;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Debye Scientific Co., Ltd;Enamine;Fluorochem;Hairui Chemical;J&H Chemical Co.,ltd;Key Organics/BIONET;LGC Standards;Matrix Scientific;Mcule;MolCore;Molport;MuseChem;RR Scientific;Sigma-Aldrich;Smolecule;Specs;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);TimTec;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:10.966353+00:00
chemical_3a566be4d64035e3,macrodiol_proxy,Oc1ccc(-c2ccc(O)c(Br)c2)cc1Br,RJGXLSPAKXWJGN-UHFFFAOYSA-N,completed,18533301.0,44.0,39.0,"10X CHEM;1st Scientific;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Accela ChemBio Inc.;Activate Scientific;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Ambeed;Ambinter;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemoSapiens;Combi-Blocks;CymitQuimica;Fluorochem;J&H Chemical Co.,ltd;Key Organics/BIONET;Matrix Scientific;Mcule;Molport;RR Scientific;Starshine Chemical;SynHet - Synthetic Heterocycles;Synthonix, Inc.;TCI (Tokyo Chemical Industry);abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:13.694759+00:00
chemical_58b2613823466190,macrodiol_proxy,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,GDGDLBOVIAWEAD-UHFFFAOYSA-N,completed,80808.0,52.0,49.0,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AChemBlock;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Accela ChemBio Inc.;Activate Scientific;AgroIntelBioScan.com;AiFChem, an XtalPi Company;Aladdin Scientific;Ambeed;Ambinter;Angel Pharmatech Ltd.;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BenchChem;CAPOT;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemShuttle;ChemoSapiens;Combi-Blocks;CymitQuimica;DSL Chemicals;Debye Scientific Co., Ltd;Fluorochem;Hairui Chemical;INTERBIOSCREEN;J&H Chemical Co.,ltd;Key Organics/BIONET;Mcule;MolCore;Molport;MuseChem;RR Scientific;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);Thoreauchem;Vitas-M Laboratory;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:16.509833+00:00
chemical_6364c045bd73da83,macrodiol_proxy,Oc1cccc(Oc2ccc(Oc3cccc(O)c3)cc2)c1,CHBWEVDVYGBMEJ-UHFFFAOYSA-N,completed,626369.0,35.0,33.0,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accela ChemBio Inc.;Alfa Chemistry;Ambinter;Angene Chemical;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemoSapiens;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Fluorochem;Hairui Chemical;J&H Chemical Co.,ltd;Mcule;MolCore;Molport;RR Scientific;Smolecule;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:21.539497+00:00
chemical_694871d5e95b7370,macrodiol_proxy,Oc1c(F)c(F)c(-c2c(F)c(F)c(O)c(F)c2F)c(F)c1F,MOFZHBRFFAIMKM-UHFFFAOYSA-N,completed,630263.0,54.0,47.0,"10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Accela ChemBio Inc.;AgroIntelBioScan.com;AiFChem, an XtalPi Company;Alfa Chemistry;Alinda Chemical Trade Company Ltd;Ambeed;Ambinter;Amfluoro;Angel Pharmatech Ltd.;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;Chem-Space.com Database;ChemoSapiens;Combi-Blocks;CymitQuimica;DSL Chemicals;Finetech Industry Limited;Fluorochem;Hairui Chemical;Hunan Chemfish Pharmaceutical Co., Ltd.;J&H Chemical Co.,ltd;Key Organics/BIONET;LGC Standards;Matrix Scientific;Mcule;Molport;MuseChem;RR Scientific;Smolecule;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);Thoreauchem;TimTec;Win-Win Chemical;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:24.198891+00:00
chemical_986d2a218ca14417,macrodiol_proxy,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,XZJPYETUABEQFI-UHFFFAOYSA-N,completed,3820533.0,54.0,48.0,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;Accel Scientific;Accela ChemBio Inc.;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Ambeed;Amfluoro;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemoSapiens;Clearsynth;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Finetech Industry Limited;Fluorochem;Hairui Chemical;Hunan Chemfish Pharmaceutical Co., Ltd.;J&H Chemical Co.,ltd;Mcule;MolCore;Molport;Oakwood Products;RR Scientific;Sinfoo Biotech;Smolecule;Specs;Starshine Chemical;SynHet - Synthetic Heterocycles;SynQuest Laboratories;TCI (Tokyo Chemical Industry);Thoreauchem;VladaChem;Yuhao Chemical;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:27.899749+00:00
chemical_a04b7de5081dd0a5,macrodiol_proxy,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,VHLLJTHDWPAQEM-UHFFFAOYSA-N,completed,81259.0,47.0,42.0,"10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Accela ChemBio Inc.;Achemtek;AiFChem, an XtalPi Company;Aladdin Scientific;Ambeed;Angel Pharmatech Ltd.;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BenchChem;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemoSapiens;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Finetech Industry Limited;Fluorochem;Hairui Chemical;Hunan Huateng Pharmaceutical Co., Ltd.;J&H Chemical Co.,ltd;LGC Standards;Matrix Scientific;Mcule;Molport;MuseChem;RR Scientific;Sigma-Aldrich;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:31.486519+00:00
chemical_a2cf8157d0f77432,macrodiol_proxy,OC(c1cccc(C(O)(C(F)(F)F)C(F)(F)F)c1)(C(F)(F)F)C(F)(F)F,PGUIOHNOYADLMU-UHFFFAOYSA-N,completed,69933.0,63.0,50.0,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AChemBlock;AKos Consulting & Solutions;Accel Scientific;Accela ChemBio Inc.;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Angel Pharmatech Ltd.;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemFish Tokyo Co., Ltd.;ChemoSapiens;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Debye Scientific Co., Ltd;Finetech Industry Limited;Fluorochem;Hairui Chemical;Hunan Chemfish Pharmaceutical Co., Ltd.;J&H Chemical Co.,ltd;Key Organics/BIONET;LGC Standards;Matrix Scientific;Mcule;MolCore;Molport;Oakwood Products;RR Scientific;Smolecule;SynHet - Synthetic Heterocycles;SynQuest Laboratories;TCI (Tokyo Chemical Industry);Thermo Fisher Scientific;VladaChem;Win-Win Chemical;Yuhao Chemical;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:35.602820+00:00
chemical_b94fa835d3f1bdb8,macrodiol_proxy,CC(C)(CO)C1OCC2(CO1)COC(C(C)(C)CO)OC2,BPZIYBJCZRUDEG-UHFFFAOYSA-N,completed,7569008.0,55.0,51.0,"001Chemical;10X CHEM;1st Scientific;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Acmec Biochemical;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Ambeed;Ambinter;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;Biosynth;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemShuttle;ChemoSapiens;Clearsynth;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Debye Scientific Co., Ltd;Finetech Industry Limited;Fluorochem;Hairui Chemical;Key Organics/BIONET;Matrix Scientific;MolCore;Molport;MuseChem;Oakwood Products;RR Scientific;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);Thermo Fisher Scientific;Thoreauchem;Win-Win Chemical;Yuhao Chemical;abcr GmbH;eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:38.748192+00:00
chemical_e34b1bd2b88ad439,macrodiol_proxy,CC(C)(c1ccc(O)c(C2CCCCC2)c1)c1ccc(O)c(C2CCCCC2)c1,WKVWOPDUENJKAR-UHFFFAOYSA-N,completed,10938040.0,36.0,34.0,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Aladdin Scientific;Alfa Chemistry;Ambinter;Angel Pharmatech Ltd.;Angene Chemical;AppChem;AstaTech, Inc.;BOC Sciences;BenchChem;CATO Research Chemicals Inc.;Chem-Space.com Database;Chemenu Inc.;ChemoSapiens;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Hairui Chemical;J&H Chemical Co.,ltd;Key Organics/BIONET;Mcule;MolCore;RR Scientific;Smolecule;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);eMolecules;eNovation Chemicals",catalog_index_hit,2026-08-24T12:24:40.669438+00:00
