fragment_name,validation_family,smiles,atom_index_zero_based,element,functional_core,random_seed,across_density_count,across_density_mean_e,across_density_sample_std_e,across_density_min_e,across_density_max_e,across_density_range_e
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,15,H,False,20260827,3,0.146844109319,0.0345066404522,0.113636296228,0.182517339334,0.068881043106
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,16,H,False,20260825,3,0.149872597527,0.0046293148286,0.144588091835,0.153212027161,0.008623935326
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,16,H,False,20260826,3,0.151378270752,0.00486122435526,0.145983043399,0.155417578726,0.009434535327
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,16,H,False,20260827,3,0.156589452471,0.00617385621828,0.1518999106,0.163584239362,0.011684328762
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,17,H,False,20260825,3,0.12923371355,0.00381356847534,0.12509525427,0.132606081942,0.007510827672
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,17,H,False,20260826,3,0.129188696608,0.00170045757348,0.127563815306,0.130955797683,0.003391982377
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,17,H,False,20260827,3,0.129391667612,0.00399209596464,0.126948262935,0.133998508113,0.007050245178
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,18,H,False,20260825,3,0.155673565179,0.00394952115443,0.153024165038,0.160212954429,0.007188789391
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,18,H,False,20260826,3,0.157501038222,0.00460452243732,0.154626851652,0.162811878472,0.00818502682
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,18,H,False,20260827,3,0.148834663022,0.00519374843108,0.143300056902,0.153602247084,0.010302190182
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,19,H,False,20260825,3,0.149218871684,0.0330309857829,0.117894071333,0.18372573216,0.065831660827
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,19,H,False,20260826,3,0.151466238303,0.030084806285,0.121874082367,0.18202060931,0.060146526943
methyl_n_phenyl_carbamate,aromatic_urethane,COC(=O)Nc1ccccc1,19,H,False,20260827,3,0.156633271871,0.0121784228364,0.145306771329,0.169514331497,0.024207560168
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,0,O,True,20260825,3,-0.435365361666,0.00599687601916,-0.440982166365,-0.429049659683,0.011932506682
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,0,O,True,20260826,3,-0.431727646448,0.010968369122,-0.441813777098,-0.420050758878,0.02176301822
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,0,O,True,20260827,3,-0.436716214789,0.00844291502658,-0.442562115327,-0.427036645593,0.015525469734
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,1,C,True,20260825,3,0.74495186972,0.0102625196596,0.734240475998,0.754697195627,0.020456719629
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,1,C,True,20260826,3,0.736462629158,0.0224465627441,0.712324207132,0.756708062746,0.044383855614
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,1,C,True,20260827,3,0.7471964847,0.0196654255036,0.724526458229,0.759663480753,0.035137022524
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,2,N,True,20260825,3,-0.503651210025,0.0290077515895,-0.52763081385,-0.471408418146,0.056222395704
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,2,N,True,20260826,3,-0.498583028632,0.0306841316405,-0.528026104491,-0.466792662462,0.061233442029
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,2,N,True,20260827,3,-0.506154232999,0.0267328833803,-0.531980499597,-0.478598694876,0.053381804721
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,3,C,False,20260825,3,0.208783266382,0.0916225513323,0.110743767924,0.292239688929,0.181495921005
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,3,C,False,20260826,3,0.209340743168,0.0784700184999,0.132786927104,0.289595963909,0.156809036805
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,3,C,False,20260827,3,0.208419923938,0.0802218977909,0.139580301448,0.296518247334,0.156937945886
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,4,C,False,20260825,3,-0.128617399749,0.0590558879208,-0.183053375264,-0.0658305868013,0.117222788463
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,4,C,False,20260826,3,-0.119301991266,0.0567480085022,-0.178645096961,-0.0655652493726,0.113079847588
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,4,C,False,20260827,3,-0.121259023114,0.057651290694,-0.185595772917,-0.0742832754788,0.111312497438
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,5,C,False,20260825,3,-0.204482048618,0.0232014182509,-0.228990479169,-0.182857217952,0.046133261217
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,5,C,False,20260826,3,-0.212657753891,0.0219656374146,-0.225354393977,-0.187294026281,0.038060367696
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,5,C,False,20260827,3,-0.209020570471,0.0212454225189,-0.225250791153,-0.1849742665,0.040276524653
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,6,C,False,20260825,3,-0.0957352871966,0.018515469084,-0.116187936107,-0.0801154981952,0.0360724379118
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,6,C,False,20260826,3,-0.0898961595439,0.011835513135,-0.103545134622,-0.0824729394621,0.0210721951599
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,6,C,False,20260827,3,-0.0888462822082,0.0174649301181,-0.108666438076,-0.0757120997378,0.0329543383382
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,7,C,False,20260825,3,-0.213689109737,0.0316274332783,-0.232293447262,-0.177171072355,0.055122374907
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,7,C,False,20260826,3,-0.206573621211,0.0165624023275,-0.221328316749,-0.188658845362,0.032669471387
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,7,C,False,20260827,3,-0.212534159665,0.0236992899024,-0.234732105411,-0.187575361924,0.047156743487
phenyl_isocyanate,aromatic_terminal_isocyanate,O=C=Nc1ccccc1,8,C,False,20260825,3,-0.116738346945,0.0634938831879,-0.1855060248,-0.0603379673243,0.125168057476
